         1070383 function calls (1039921 primitive calls) in 7.628 seconds

   Ordered by: call count

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       12    0.000    0.000    0.016    0.001 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/axis.py:648(__init__)
       12    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/axis.py:834(_set_autoscale_on)
       12    0.000    0.000    0.029    0.002 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/axis.py:1010(set_clip_path)
       12    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/axis.py:1053(get_inverted)
       12    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/axis.py:1824(set_pickradius)
       12    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/axis.py:2406(get_minpos)
       12    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/axis.py:2658(get_minpos)
       12    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/gridspec.py:612(num2)
       12    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/axes/_base.py:120(_process_plot_format)
       12    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/axes/_base.py:221(__init__)
       12    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/axes/_base.py:234(set_prop_cycle)
       12    0.000    0.000    0.001    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/axes/_base.py:1027(_update_transScale)
       12    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/axes/_base.py:1112(set_axes_locator)
       12    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/axes/_base.py:2475(_unit_change_handler)
       12    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/axes/_base.py:2913(<listcomp>)
       12    0.000    0.000    0.004    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/axes/_base.py:2904(handle_single_axis)
       12    0.000    0.000    0.521    0.043 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/axes/_base.py:3035(draw)
       12    0.000    0.000    0.040    0.003 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/axes/_base.py:3191(grid)
       12    0.000    0.000    0.005    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/axes/_base.py:3351(tick_params)
       12    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/axes/_base.py:4450(<listcomp>)
       12    0.001    0.000    0.197    0.016 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/axes/_base.py:4365(get_tightbbox)
       12    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/text.py:1112(set_fontweight)
       12    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/figure.py:206(<lambda>)
       12    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/figure.py:261(get_children)
       12    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/figure.py:408(get_facecolor)
       12    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/_tight_bbox.py:36(<lambda>)
       12    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/patches.py:290(get_facecolor)
       12    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/artist.py:1076(get_zorder)
       12    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/backend_bases.py:1713(is_saving)
       12    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/backend_bases.py:2387(mpl_connect)
       12    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/_tight_bbox.py:30(<lambda>)
       12    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/ticker.py:2162(view_limits)
       12    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/transforms.py:988(intervalx)
       12    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/transforms.py:993(intervaly)
       12    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/transforms.py:1568(get_matrix)
       12    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/transforms.py:1696(__init__)
       12    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/transforms.py:1705(_init)
       12    0.000    0.000    0.001    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/transforms.py:1738(set)
       12    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/transforms.py:2159(inverted)
       12    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/transforms.py:2195(__init__)
       12    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/PIL/Image.py:497(__init__)
       12    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/numpy/lib/_datasource.py:263(_iszip)
       12    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/numpy/lib/_datasource.py:303(_isurl)
       12    0.000    0.000    0.000    0.000 {method 'cumsum' of 'numpy.ndarray' objects}
       12    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/numpy/core/fromnumeric.py:2519(_cumsum_dispatcher)
       12    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/numpy/core/fromnumeric.py:2523(cumsum)
       12    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(cumsum)
       12    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/IPython/lib/pretty.py:118(_safe_getattr)
       12    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/IPython/lib/pretty.py:482(__init__)
       12    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/IPython/lib/pretty.py:495(enq)
       12    0.000    0.000    0.000    0.000 /usr/lib/python3.10/posixpath.py:131(splitdrive)
       12    0.000    0.000    0.000    0.000 /usr/lib/python3.10/contextlib.py:442(_create_exit_wrapper)
       12    0.000    0.000    0.001    0.000 /usr/lib/python3.10/contextlib.py:482(enter_context)
       12    0.000    0.000    0.000    0.000 /usr/lib/python3.10/contextlib.py:509(_push_cm_exit)
       12    0.000    0.000    0.000    0.000 /usr/lib/python3.10/contextlib.py:514(_push_exit_callback)
       12    0.000    0.000    0.000    0.000 /usr/lib/python3.10/contextlib.py:732(__init__)
       12    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:48(_new_module)
       12    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:542(_check_name_wrapper)
       12    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:585(_classify_pyc)
       12    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:618(_validate_timestamp_pyc)
       12    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:670(_compile_bytecode)
       12    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:874(create_module)
     12/6    0.000    0.000    0.012    0.002 <frozen importlib._bootstrap_external>:877(exec_module)
       12    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:950(get_code)
       12    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1040(__init__)
       12    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1065(get_filename)
       12    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1070(get_data)
       12    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1089(path_stats)
       11    0.000    0.000    0.000    0.000 {built-in method _operator.index}
       11    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/traitlets/traitlets.py:501(subclass_init)
       10    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/gridspec.py:620(get_gridspec)
       10    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/figure.py:132(update)
       10    0.000    0.000    0.003    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/patches.py:687(__init__)
       10    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/patches.py:766(rotation_point)
       10    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/colors.py:91(get_named_colors_mapping)
       10    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/colors.py:384(<genexpr>)
       10    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/colors.py:394(<genexpr>)
       10    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/IPython/core/formatters.py:261(_mod_name_key)
       10    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/IPython/core/formatters.py:509(pop)
       10    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/traitlets/traitlets.py:167(isidentifier)
       10    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/traitlets/traitlets.py:2576(<lambda>)
       10    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/traitlets/traitlets.py:2578(validate)
        9    0.000    0.000    0.000    0.000 {method 'indices' of 'slice' objects}
      9/5    0.000    0.000    0.012    0.002 {built-in method builtins.__import__}
        9    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
        9    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/gridspec.py:207(_check_gridspec_exists)
        9    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/gridspec.py:232(_normalize)
        9    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/gridspec.py:228(__getitem__)
        9    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/gridspec.py:555(__init__)
        9    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/gridspec.py:565(_from_subplot_args)
        9    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/gridspec.py:616(num2)
        9    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/figure.py:77(bubble)
        9    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/figure.py:1603(sca)
        9    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/figure.py:3160(<lambda>)
        9    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/backend_bases.py:2816(notify_axes_change)
        9    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/pyplot.py:184(_get_required_interactive_framework)
        9    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/cbook/__init__.py:109(__call__)
        8    0.000    0.000    0.000    0.000 {built-in method sys.exc_info}
        8    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
        8    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
        8    0.000    0.000    0.000    0.000 {method 'release' of '_thread.lock' objects}
        8    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
        8    0.000    0.000    0.000    0.000 {method 'isoformat' of 'datetime.datetime' objects}
        8    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
        8    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/PIL/TiffImagePlugin.py:671(_register_basic)
        8    0.001    0.000    0.001    0.000 {method 'clear' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
        8    0.002    0.000    0.003    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/backends/backend_agg.py:78(__init__)
        8    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/backends/backend_agg.py:100(_update_methods)
        8    0.000    0.000    0.001    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/backends/backend_agg.py:291(clear)
        8    0.000    0.000    0.178    0.022 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/backends/backend_agg.py:397(draw)
        8    0.000    0.000    0.003    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/backends/backend_agg.py:410(get_renderer)
        8    0.000    0.000    0.238    0.030 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/backends/backend_agg.py:458(_print_pil)
        8    0.000    0.000    0.238    0.030 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/backends/backend_agg.py:468(print_png)
        8    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/axes/_base.py:3522(get_xbound)
        8    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/axes/_base.py:3570(get_xlim)
        8    0.000    0.000    0.001    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/figure.py:193(_get_draw_artists)
        8    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/figure.py:404(get_edgecolor)
        8    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/figure.py:436(set_edgecolor)
        8    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/figure.py:446(set_facecolor)
        8    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/figure.py:2832(set_canvas)
